StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Biology,2025-05-28,27.34,9,Homework Help,5,Idea Drafted,True,4.0,Wednesday,False,0.33,0.09,20,25,0.08
Graduate,Biology,2025-06-16,14.67,4,Writing,4,Idea Drafted,True,4.9,Monday,False,0.2,0.01,29,98,0.16
Undergraduate,Engineering,2025-06-16,2.08,1,Writing,5,Idea Drafted,True,4.0,Thursday,False,0.48,0.01,23,47,0.15
Undergraduate,History,2024-08-22,13.14,4,Studying,4,Assignment Completed,True,3.6,Thursday,False,0.15,0.02,20,45,0.13
Graduate,Engineering,2025-04-26,9.55,4,Studying,3,Idea Drafted,True,2.9,Saturday,True,0.42,0.04,27,33,0.23
Undergraduate,Computer Science,2025-03-14,27.14,12,Homework Help,3,Assignment Completed,True,3.1,Friday,False,0.44,0.12,18,46,0.35
Undergraduate,Math,2025-03-14,20.45,6,Writing,2,Assignment Completed,True,2.4,Monday,False,0.29,0.06,21,96,0.12
Undergraduate,Psychology,2025-02-23,20.19,7,Writing,3,Confused,True,2.8,Sunday,True,0.35,0.07,18,44,0.23
Undergraduate,Business,2024-08-20,16.7,3,Writing,4,Idea Drafted,True,3.5,Tuesday,False,0.35,0.03,21,24,0.11
Graduate,Unknown,2024-08-20,9.06,1,Coding,4,Assignment Completed,False,3.7,Saturday,True,0.11,0.01,25,61,0.38
Undergraduate,Computer Science,2024-08-20,5.21,1,Homework Help,3,Idea Drafted,True,2.9,Monday,False,0.19,0.01,18,3,0.16
Undergraduate,Math,2025-05-28,21.41,9,Writing,4,Idea Drafted,True,4.7,Wednesday,False,0.42,0.09,20,47,0.45
Undergraduate,History,2025-06-20,10.43,3,Writing,4,Idea Drafted,False,3.5,Friday,False,0.29,0.03,19,26,0.46
Undergraduate,Engineering,2024-07-18,10.29,2,Homework Help,3,Assignment Completed,True,2.9,Thursday,False,0.19,0.02,14,13,0.19
Undergraduate,Math,2024-09-01,16.7,6,Studying,4,Assignment Completed,True,3.4,Sunday,True,0.2,0.06,18,82,0.34
Undergraduate,Business,2024-08-23,6.83,1,Writing,3,Idea Drafted,True,3.8,Friday,False,0.15,0.01,20,31,0.47
Undergraduate,Psychology,2024-08-23,21.0,7,Coding,5,Assignment Completed,True,5.0,Thursday,False,0.33,0.07,23,27,0.2
Undergraduate,Math,2025-02-11,29.53,6,Coding,4,Assignment Completed,True,4.1,Tuesday,False,0.2,0.06,21,84,0.29
High School,Computer Science,2025-02-11,21.34,7,Homework Help,2,Assignment Completed,True,2.6,Tuesday,False,0.33,0.07,18,88,0.0
Undergraduate,Engineering,2025-05-01,25.52,8,Coding,3,Assignment Completed,True,2.3,Thursday,False,0.2,0.08,18,82,0.25
Undergraduate,Business,2025-05-01,10.83,5,Brainstorming,1,Assignment Completed,True,2.0,Thursday,False,0.46,0.05,23,10,0.37
Graduate,Engineering,2025-04-23,13.74,3,Writing,2,Assignment Completed,True,2.4,Wednesday,Unknown,0.22,0.03,33,51,0.01
High School,Computer Science,2025-03-18,20.53,4,Studying,2,Idea Drafted,True,1.0,Tuesday,False,0.19,0.04,16,30,0.05
Undergraduate,Math,2024-11-04,10.22,2,Coding,4,Assignment Completed,True,2.5,Monday,Unknown,0.2,0.02,18,96,0.29
Undergraduate,Biology,2024-11-20,16.7,1,Writing,3,Idea Drafted,True,3.3,Wednesday,False,0.21,0.01,19,65,0.32
Graduate,Biology,2024-11-24,24.99,8,Writing,4,Assignment Completed,True,2.6,Friday,True,0.2,0.08,29,4,0.47
Undergraduate,Computer Science,2025-04-14,22.07,10,Coding,4,Idea Drafted,True,3.7,Monday,False,0.2,0.1,18,25,0.24
High School,Math,2025-04-14,29.71,10,Coding,4,Assignment Completed,True,5.0,Friday,False,0.34,0.1,15,89,0.34
High School,Computer Science,2025-04-14,8.21,2,Coding,3,Assignment Completed,True,3.5,Friday,False,0.24,0.02,15,31,0.27
Undergraduate,Business,2025-03-27,33.15,11,Studying,4,Confused,True,5.0,Thursday,False,0.2,0.11,19,63,0.41
Undergraduate,Computer Science,2024-09-30,22.87,4,Writing,4,Assignment Completed,True,4.9,Monday,False,0.17,0.04,18,75,0.39
Graduate,Computer Science,2025-06-14,4.48,2,Writing,5,Assignment Completed,True,4.4,Saturday,True,0.45,0.02,23,100,0.47
Undergraduate,Psychology,2025-06-14,1.97,1,Writing,4,Idea Drafted,False,3.7,Monday,False,0.51,0.01,19,20,0.43
High School,Engineering,2025-04-01,19.02,5,Studying,3,Assignment Completed,True,3.5,Tuesday,False,0.26,0.05,15,89,0.44
Graduate,Psychology,2025-04-07,12.0,2,Homework Help,3,Assignment Completed,True,3.0,Monday,False,0.17,0.01,22,51,0.09
High School,Biology,2025-04-07,16.02,3,Research,3,Confused,False,3.2,Tuesday,False,0.19,0.03,16,54,0.21
High School,Math,2024-09-28,34.03,13,Studying,4,Assignment Completed,True,2.6,Saturday,Unknown,0.38,0.13,18,67,0.25
Graduate,Computer Science,2024-12-29,16.7,3,Coding,5,Assignment Completed,True,5.0,Sunday,True,0.31,0.03,22,8,0.02
Undergraduate,Math,2024-09-28,21.69,5,Homework Help,3,Assignment Completed,True,3.4,Saturday,True,0.23,0.05,21,83,0.27
Undergraduate,Psychology,2025-02-22,7.51,1,Studying,5,Gave Up,False,4.8,Saturday,True,0.13,0.01,18,59,0.45
High School,History,2024-09-04,10.38,4,Homework Help,4,Confused,False,3.7,Wednesday,False,0.39,0.04,18,38,0.25
Undergraduate,Unknown,2024-12-16,2.31,1,Coding,3,Assignment Completed,True,2.5,Monday,False,0.43,0.01,22,73,0.48
Undergraduate,Engineering,2025-02-01,17.86,5,Research,3,Idea Drafted,True,2.9,Saturday,True,0.28,0.05,19,71,0.25
Undergraduate,History,2025-04-18,16.7,3,Homework Help,4,Assignment Completed,True,3.2,Friday,False,0.43,0.03,19,41,0.37
Undergraduate,Math,2025-06-24,14.56,2,Coding,3,Assignment Completed,True,3.8,Tuesday,False,0.14,0.02,19,68,0.13
Undergraduate,History,2024-07-23,1.7,1,Writing,4,Idea Drafted,True,3.1,Tuesday,Unknown,0.59,0.01,18,87,0.09
Undergraduate,Biology,2024-07-23,13.08,3,Homework Help,3,Confused,True,3.5,Monday,False,0.23,0.03,22,91,0.37
Undergraduate,Engineering,2024-09-04,27.07,5,Coding,4,Confused,False,2.7,Wednesday,False,0.2,0.05,21,20,0.33
Undergraduate,Business,2024-08-01,13.62,5,Studying,5,Idea Drafted,False,3.5,Thursday,Unknown,0.37,0.05,20,51,0.25
Undergraduate,Biology,2024-08-13,37.8,8,Coding,5,Confused,False,5.0,Tuesday,False,0.21,0.08,18,51,0.2
Graduate,Computer Science,2024-07-26,11.38,2,Research,4,Confused,False,4.4,Friday,Unknown,0.18,0.02,32,4,0.35
Graduate,Computer Science,2024-07-26,6.76,2,Writing,3,Assignment Completed,True,2.9,Saturday,True,0.3,0.02,22,67,0.33
Undergraduate,Biology,2024-07-26,14.4,6,Writing,4,Assignment Completed,True,2.8,Friday,False,0.42,0.06,22,73,0.08
Undergraduate,Math,2024-08-09,18.8,5,Homework Help,5,Idea Drafted,True,5.0,Friday,False,0.27,0.05,21,68,0.14
High School,Business,2024-08-09,11.82,2,Writing,3,Idea Drafted,False,3.4,Thursday,False,0.17,0.02,14,78,0.16
Undergraduate,History,2024-08-09,41.64,9,Writing,4,Assignment Completed,True,3.4,Wednesday,False,0.2,0.09,18,51,0.25
Undergraduate,Biology,2024-08-09,16.7,7,Research,2,Confused,False,1.5,Friday,False,0.25,0.07,22,40,0.05
Undergraduate,Psychology,2024-07-10,13.82,4,Coding,3,Assignment Completed,True,2.1,Wednesday,False,0.29,0.04,26,55,0.4
Graduate,Unknown,2024-09-23,11.81,2,Research,4,Idea Drafted,True,4.3,Monday,Unknown,0.17,0.02,18,69,0.08
High School,Math,2025-03-21,28.47,6,Studying,3,Assignment Completed,True,5.0,Friday,False,0.21,0.06,16,93,0.31
Undergraduate,History,2025-03-18,18.3,3,Studying,3,Confused,False,4.6,Tuesday,False,0.16,0.03,19,79,0.2
High School,Computer Science,2025-01-24,16.7,5,Writing,4,Assignment Completed,True,3.6,Friday,False,0.3,0.05,17,42,0.32
Undergraduate,Business,2024-12-02,24.77,10,Studying,1,Assignment Completed,True,1.1,Monday,False,0.4,0.1,22,81,0.12
Graduate,Business,2025-05-03,16.26,4,Writing,3,Confused,True,4.4,Saturday,True,0.31,0.05,24,13,0.14
Undergraduate,Psychology,2025-05-03,21.32,5,Coding,4,Assignment Completed,True,3.5,Sunday,True,0.23,0.05,21,44,0.3
Undergraduate,History,2025-04-08,16.7,6,Writing,4,Idea Drafted,True,5.0,Tuesday,False,0.2,0.06,22,4,0.49
Undergraduate,Business,2025-02-17,11.94,2,Writing,4,Assignment Completed,True,4.6,Monday,False,0.17,0.02,22,78,0.01
Graduate,Computer Science,2025-02-17,22.57,5,Coding,5,Assignment Completed,True,4.5,Saturday,True,0.22,0.05,27,56,0.15
Undergraduate,Unknown,2025-03-11,8.14,2,Writing,5,Assignment Completed,True,4.5,Tuesday,False,0.25,0.02,22,52,0.09
High School,Biology,2025-06-14,12.7,3,Writing,3,Assignment Completed,True,4.1,Saturday,True,0.24,0.03,16,81,0.11
Undergraduate,History,2025-06-14,41.27,12,Coding,3,Idea Drafted,True,2.5,Wednesday,False,0.29,0.12,18,11,0.1
Undergraduate,History,2025-06-08,13.76,6,Studying,5,Assignment Completed,True,3.5,Sunday,True,0.44,0.06,18,90,0.08
Undergraduate,Biology,2024-07-22,32.27,6,Writing,1,Idea Drafted,False,3.1,Monday,False,0.19,0.06,16,6,0.08
Undergraduate,Engineering,2024-07-22,45.67,13,Writing,3,Gave Up,True,2.1,Tuesday,False,0.28,0.13,22,22,0.39
Graduate,Math,2025-05-22,36.04,7,Coding,3,Assignment Completed,False,2.7,Thursday,False,0.19,0.01,24,73,0.09
High School,History,2024-07-13,14.58,3,Research,2,Confused,False,3.1,Saturday,True,0.21,0.03,16,43,0.21
Undergraduate,Business,2025-05-25,6.79,1,Studying,3,Idea Drafted,True,3.4,Sunday,True,0.15,0.01,23,51,0.2
Undergraduate,Business,2025-05-10,23.57,8,Coding,4,Confused,False,4.5,Saturday,True,0.34,0.08,20,17,0.31
High School,History,2024-12-29,24.24,4,Homework Help,2,Assignment Completed,True,2.2,Sunday,True,0.21,0.05,16,99,0.3
Undergraduate,Psychology,2024-10-15,14.46,3,Homework Help,4,Idea Drafted,False,3.8,Tuesday,False,0.21,0.03,21,98,0.18
Graduate,Biology,2024-10-15,15.32,4,Writing,3,Gave Up,True,3.4,Thursday,False,0.2,0.04,32,57,0.3
Undergraduate,Unknown,2024-07-08,6.36,3,Writing,4,Assignment Completed,True,3.5,Monday,False,0.47,0.03,22,66,0.25
Graduate,Business,2025-04-29,29.41,8,Coding,4,Assignment Completed,True,5.0,Tuesday,False,0.27,0.08,26,56,0.2
Undergraduate,Computer Science,2025-02-23,27.58,6,Studying,3,Idea Drafted,True,4.1,Sunday,True,0.22,0.06,19,99,0.22
Undergraduate,Psychology,2025-06-21,14.57,4,Coding,4,Assignment Completed,True,3.1,Saturday,Unknown,0.27,0.04,23,57,0.04
Undergraduate,Psychology,2024-09-19,4.99,1,Brainstorming,4,Idea Drafted,True,3.7,Thursday,False,0.2,0.01,23,34,0.04
Undergraduate,Computer Science,2025-02-11,25.83,9,Coding,3,Assignment Completed,True,2.5,Tuesday,False,0.35,0.09,21,30,0.39
Undergraduate,Business,2025-02-11,12.71,2,Writing,3,Assignment Completed,True,4.1,Wednesday,False,0.16,0.02,20,65,0.11
High School,Engineering,2024-11-07,6.11,2,Homework Help,5,Idea Drafted,True,4.6,Thursday,False,0.33,0.02,17,55,0.35
Undergraduate,Computer Science,2024-08-03,12.1,3,Writing,3,Assignment Completed,True,3.1,Saturday,True,0.25,0.03,20,41,0.41
High School,Biology,2024-08-03,16.25,6,Writing,4,Idea Drafted,True,4.7,Friday,False,0.37,0.06,15,74,0.09
Undergraduate,History,2025-02-19,12.38,3,Writing,4,Assignment Completed,True,4.7,Wednesday,False,0.24,0.03,18,57,0.29
Undergraduate,Unknown,2025-02-19,1.23,1,Writing,3,Confused,False,4.0,Tuesday,False,0.81,0.01,18,31,0.24
Undergraduate,Math,2024-09-29,10.23,2,Studying,5,Assignment Completed,True,5.0,Sunday,True,0.2,0.02,22,10,0.34
Graduate,Psychology,2025-03-20,22.85,9,Brainstorming,5,Confused,True,4.9,Thursday,False,0.39,0.09,18,93,0.01
Undergraduate,Computer Science,2024-11-08,4.34,2,Homework Help,3,Assignment Completed,True,2.5,Friday,False,0.2,0.02,19,26,0.34
High School,History,2024-11-08,17.1,4,Homework Help,4,Assignment Completed,True,3.8,Sunday,True,0.2,0.04,15,45,0.04
Undergraduate,Psychology,2025-02-11,4.74,1,Writing,3,Confused,False,4.0,Friday,False,0.21,0.01,20,74,0.2
Undergraduate,Psychology,2024-10-25,10.22,5,Writing,4,Confused,False,4.1,Friday,False,0.49,0.05,21,45,0.04
Graduate,History,2024-10-25,26.92,9,Studying,4,Assignment Completed,True,3.5,Saturday,Unknown,0.33,0.09,32,47,0.47
Undergraduate,Unknown,2025-06-02,24.46,5,Homework Help,5,Confused,False,4.1,Monday,False,0.2,0.05,18,85,0.38
Undergraduate,Psychology,2025-06-07,17.99,4,Writing,5,Confused,True,5.0,Saturday,True,0.39,0.07,17,74,0.08
Undergraduate,Computer Science,2025-04-16,16.7,4,Studying,3,Assignment Completed,True,3.1,Wednesday,False,0.41,0.01,20,26,0.04
Undergraduate,Engineering,2024-08-05,23.31,5,Writing,4,Assignment Completed,True,3.0,Monday,False,0.2,0.05,22,65,0.2
Undergraduate,Business,2025-01-01,17.07,4,Coding,4,Assignment Completed,True,5.0,Wednesday,False,0.23,0.04,20,78,0.3
Undergraduate,Computer Science,2025-01-01,6.58,1,Studying,4,Assignment Completed,True,4.6,Friday,False,0.2,0.01,22,27,0.45
Undergraduate,Business,2024-08-30,16.93,5,Writing,2,Confused,False,1.4,Friday,False,0.3,0.05,21,51,0.25
Undergraduate,History,2024-08-31,4.07,1,Homework Help,4,Idea Drafted,True,2.8,Saturday,True,0.25,0.01,22,21,0.26
Undergraduate,Computer Science,2024-08-31,21.27,6,Research,2,Assignment Completed,True,2.9,Sunday,True,0.28,0.06,18,71,0.22
High School,Business,2024-08-31,13.49,3,Research,3,Assignment Completed,True,3.1,Tuesday,False,0.22,0.03,17,68,0.28
Undergraduate,Business,2025-01-01,12.62,4,Writing,4,Assignment Completed,True,4.4,Wednesday,False,0.32,0.04,18,54,0.2
Undergraduate,Engineering,2024-11-21,16.7,10,Coding,5,Assignment Completed,True,5.0,Thursday,False,0.31,0.1,18,9,0.08
Undergraduate,History,2025-04-10,33.54,13,Homework Help,3,Assignment Completed,True,3.7,Thursday,False,0.2,0.13,22,50,0.44
Undergraduate,Math,2024-09-30,21.27,4,Studying,4,Assignment Completed,True,4.6,Monday,False,0.2,0.04,22,51,0.25
Undergraduate,Engineering,2024-09-30,7.18,2,Coding,5,Assignment Completed,False,4.1,Sunday,True,0.2,0.02,22,30,0.27
Graduate,Psychology,2024-09-30,11.64,2,Homework Help,2,Assignment Completed,True,2.0,Tuesday,False,0.17,0.02,26,62,0.28
Undergraduate,Biology,2025-01-26,8.1,3,Coding,4,Assignment Completed,True,2.0,Sunday,True,0.37,0.03,18,51,0.33
High School,Biology,2024-12-17,11.15,2,Coding,3,Assignment Completed,True,2.1,Tuesday,False,0.18,0.02,15,26,0.17
Undergraduate,Engineering,2024-09-02,7.76,3,Coding,4,Assignment Completed,True,3.8,Monday,False,0.39,0.03,20,1,0.04
Undergraduate,Psychology,2024-08-26,5.38,2,Studying,2,Idea Drafted,False,2.5,Monday,False,0.37,0.02,19,3,0.01
High School,Math,2024-07-02,28.37,10,Studying,2,Idea Drafted,True,1.2,Tuesday,False,0.35,0.1,18,70,0.32
Graduate,Psychology,2024-11-11,13.21,4,Brainstorming,3,Gave Up,True,3.6,Monday,False,0.2,0.04,25,51,0.31
Undergraduate,Engineering,2024-11-11,30.73,6,Brainstorming,4,Confused,False,4.8,Thursday,False,0.2,0.06,21,24,0.04
High School,Math,2024-10-14,12.91,2,Studying,3,Confused,False,2.5,Monday,False,0.15,0.02,15,43,0.16
High School,Biology,2024-08-21,34.56,11,Writing,4,Idea Drafted,True,3.5,Wednesday,False,0.32,0.11,17,82,0.4
Undergraduate,Unknown,2024-08-19,16.7,4,Coding,2,Assignment Completed,True,2.1,Monday,False,0.18,0.04,20,34,0.47
Graduate,History,2024-08-06,5.95,1,Writing,3,Idea Drafted,True,2.5,Tuesday,False,0.2,0.01,28,58,0.45
Undergraduate,Business,2024-11-16,31.65,11,Writing,4,Assignment Completed,False,5.0,Saturday,True,0.35,0.11,22,72,0.34
Graduate,Business,2024-11-16,16.7,4,Writing,4,Assignment Completed,True,4.7,Saturday,True,0.33,0.04,29,100,0.19
High School,Business,2024-11-17,12.09,3,Writing,4,Assignment Completed,True,2.7,Sunday,True,0.25,0.03,18,71,0.07
High School,Computer Science,2025-03-14,28.45,10,Writing,4,Assignment Completed,True,4.6,Friday,False,0.35,0.1,18,84,0.16
Undergraduate,Psychology,2024-10-26,25.72,7,Homework Help,3,Assignment Completed,False,3.5,Saturday,True,0.27,0.07,20,35,0.09
Graduate,Computer Science,2024-10-26,11.48,4,Writing,4,Idea Drafted,True,4.6,Monday,False,0.26,0.03,22,44,0.0
High School,Unknown,2025-05-04,16.7,8,Writing,3,Assignment Completed,True,2.5,Sunday,True,0.36,0.08,15,53,0.17
Graduate,Business,2024-10-03,5.82,2,Coding,4,Assignment Completed,True,4.1,Thursday,False,0.34,0.02,30,57,0.25
Undergraduate,Psychology,2024-10-03,6.58,1,Studying,4,Confused,False,5.0,Saturday,True,0.15,0.01,21,55,0.28
Undergraduate,Business,2025-05-31,20.52,4,Coding,4,Assignment Completed,True,2.9,Saturday,True,0.2,0.04,23,2,0.5
High School,Engineering,2025-05-31,31.15,7,Studying,4,Confused,False,3.2,Saturday,True,0.22,0.07,17,54,0.14
Undergraduate,Business,2024-11-19,13.91,3,Research,5,Confused,False,5.0,Tuesday,False,0.2,0.03,18,41,0.39
Undergraduate,History,2025-05-20,23.28,7,Homework Help,5,Assignment Completed,True,4.5,Tuesday,False,0.3,0.07,18,57,0.13
Undergraduate,Business,2025-05-20,13.02,4,Studying,1,Assignment Completed,True,1.3,Friday,False,0.31,0.04,23,9,0.1
Undergraduate,Psychology,2025-05-20,16.37,4,Homework Help,3,Confused,False,3.5,Wednesday,False,0.24,0.04,20,86,0.25
Undergraduate,Computer Science,2024-09-07,19.37,5,Coding,3,Confused,False,3.5,Saturday,True,0.2,0.05,18,93,0.31
Graduate,Psychology,2025-04-05,12.03,2,Homework Help,3,Confused,True,3.2,Saturday,True,0.17,0.02,27,28,0.26
High School,Biology,2024-06-24,14.96,3,Homework Help,3,Assignment Completed,True,3.1,Monday,False,0.2,0.03,15,19,0.48
Undergraduate,Business,2025-03-19,30.46,6,Writing,4,Assignment Completed,True,3.1,Wednesday,False,0.2,0.06,22,48,0.25
Undergraduate,Business,2025-03-19,16.7,13,Coding,4,Assignment Completed,True,4.8,Sunday,True,0.28,0.13,21,55,0.44
High School,Business,2025-05-07,26.41,9,Homework Help,4,Assignment Completed,True,1.6,Wednesday,False,0.2,0.01,17,58,0.06
Graduate,Psychology,2024-09-10,5.87,2,Homework Help,4,Idea Drafted,True,3.8,Tuesday,False,0.2,0.02,22,97,0.19
Undergraduate,Math,2024-10-14,23.18,6,Coding,4,Confused,True,2.4,Monday,False,0.26,0.06,19,50,0.25
Graduate,Computer Science,2024-10-16,4.7,1,Writing,2,Idea Drafted,False,1.5,Friday,False,0.21,0.01,26,51,0.45
Undergraduate,Business,2024-10-19,16.35,4,Writing,4,Idea Drafted,True,3.1,Saturday,True,0.24,0.04,19,34,0.44
High School,Engineering,2024-12-12,9.24,3,Studying,3,Assignment Completed,True,1.8,Thursday,False,0.32,0.01,17,45,0.25
Undergraduate,Computer Science,2025-05-30,4.44,1,Brainstorming,4,Idea Drafted,True,3.5,Friday,False,0.23,0.01,19,56,0.02
Graduate,Computer Science,2025-06-10,11.04,2,Writing,4,Assignment Completed,True,4.3,Tuesday,False,0.18,0.02,29,72,0.25
Undergraduate,Computer Science,2025-05-13,47.12,10,Research,3,Confused,False,3.3,Tuesday,False,0.21,0.1,23,59,0.07
Undergraduate,Psychology,2024-07-01,18.43,4,Homework Help,4,Assignment Completed,True,3.1,Monday,False,0.22,0.04,14,59,0.41
High School,Business,2025-01-05,16.12,4,Coding,4,Assignment Completed,False,4.4,Sunday,True,0.25,0.04,17,83,0.34
High School,History,2025-05-16,27.97,7,Studying,5,Gave Up,False,5.0,Friday,False,0.2,0.07,18,87,0.36
Undergraduate,Engineering,2025-05-16,11.92,3,Writing,4,Assignment Completed,True,4.4,Saturday,True,0.25,0.03,19,52,0.17
Undergraduate,Psychology,2025-01-03,15.28,4,Studying,4,Gave Up,True,3.0,Friday,Unknown,0.2,0.03,18,17,0.33
Undergraduate,History,2025-01-03,20.95,4,Research,2,Gave Up,True,1.0,Tuesday,False,0.19,0.04,22,100,0.05
High School,Computer Science,2025-02-11,0.9,1,Studying,3,Assignment Completed,True,1.9,Tuesday,False,1.11,0.01,17,87,0.14
Undergraduate,Computer Science,2025-02-04,7.08,1,Coding,3,Gave Up,False,3.1,Tuesday,False,0.14,0.01,18,26,0.49
High School,Psychology,2025-06-17,12.7,4,Writing,2,Assignment Completed,True,2.5,Tuesday,False,0.31,0.04,14,51,0.32
Undergraduate,Computer Science,2024-10-30,19.71,9,Studying,4,Confused,True,1.4,Wednesday,False,0.46,0.09,22,22,0.39
Undergraduate,Engineering,2024-06-28,16.03,3,Writing,3,Idea Drafted,True,3.8,Friday,False,0.19,0.03,20,20,0.31
Undergraduate,Computer Science,2024-10-07,21.43,4,Studying,3,Idea Drafted,True,1.0,Monday,False,0.19,0.04,20,52,0.25
Graduate,Business,2024-12-21,39.85,10,Homework Help,4,Confused,True,4.1,Saturday,True,0.25,0.1,34,89,0.27
Undergraduate,History,2024-07-02,13.18,3,Research,4,Idea Drafted,True,4.4,Tuesday,False,0.23,0.03,20,42,0.04
Undergraduate,Biology,2024-07-02,16.7,3,Coding,4,Assignment Completed,False,3.5,Friday,False,0.23,0.03,22,14,0.27
Undergraduate,Math,2024-08-27,26.45,8,Homework Help,5,Confused,False,4.2,Friday,False,0.3,0.08,23,51,0.46
Undergraduate,Psychology,2024-06-28,22.69,10,Writing,5,Idea Drafted,True,4.6,Friday,False,0.44,0.1,18,44,0.37
Undergraduate,Biology,2025-05-24,18.09,4,Coding,4,Assignment Completed,False,3.8,Saturday,True,0.22,0.04,19,10,0.29
High School,Computer Science,2024-11-16,16.7,11,Writing,3,Gave Up,True,3.7,Saturday,True,0.45,0.11,14,80,0.11
Undergraduate,Biology,2025-02-17,8.27,1,Coding,3,Assignment Completed,True,2.6,Monday,False,0.12,0.01,18,20,0.43
Undergraduate,Biology,2025-03-16,14.61,3,Writing,3,Assignment Completed,True,2.3,Sunday,Unknown,0.21,0.03,20,59,0.19
Graduate,Biology,2024-11-17,5.19,1,Studying,2,Idea Drafted,False,2.9,Sunday,True,0.19,0.01,30,78,0.48
Graduate,History,2025-04-17,20.18,6,Writing,4,Idea Drafted,True,4.8,Thursday,False,0.3,0.06,22,45,0.34
High School,Biology,2025-01-07,14.28,3,Studying,3,Assignment Completed,True,3.8,Tuesday,False,0.21,0.03,15,79,0.43
Undergraduate,Biology,2025-03-16,16.7,4,Homework Help,4,Assignment Completed,True,5.0,Sunday,True,0.19,0.04,18,71,0.04
Undergraduate,Computer Science,2024-11-06,16.7,1,Studying,5,Confused,False,3.5,Wednesday,False,0.33,0.01,18,35,0.25
Undergraduate,Engineering,2024-07-21,5.1,1,Writing,3,Assignment Completed,True,3.8,Sunday,True,0.2,0.01,21,46,0.13
Undergraduate,Engineering,2025-02-16,5.5,1,Writing,3,Idea Drafted,True,3.2,Sunday,True,0.18,0.01,20,84,0.4
Graduate,Computer Science,2025-04-17,10.6,3,Homework Help,3,Idea Drafted,True,2.5,Thursday,False,0.28,0.03,26,42,0.26
Graduate,Psychology,2025-05-29,16.7,1,Writing,4,Idea Drafted,True,3.6,Thursday,False,0.5,0.01,30,59,0.16
High School,Psychology,2024-10-23,13.67,4,Studying,4,Assignment Completed,False,3.4,Wednesday,False,0.29,0.04,14,70,0.26
High School,Math,2024-09-05,10.31,2,Homework Help,4,Assignment Completed,False,4.2,Thursday,False,0.2,0.02,17,18,0.39
Undergraduate,History,2025-04-26,16.7,5,Brainstorming,3,Assignment Completed,False,4.1,Saturday,True,0.22,0.05,22,51,0.32
Undergraduate,Math,2025-03-15,14.02,3,Homework Help,3,Assignment Completed,True,1.4,Saturday,True,0.21,0.01,18,2,0.17
Undergraduate,Psychology,2024-12-15,16.7,22,Coding,3,Idea Drafted,True,3.0,Friday,True,0.37,0.22,22,1,0.12
High School,Business,2024-12-15,20.85,6,Coding,2,Assignment Completed,True,1.0,Thursday,False,0.29,0.06,15,90,0.24
Graduate,Math,2024-10-01,30.89,9,Brainstorming,4,Assignment Completed,True,4.6,Tuesday,Unknown,0.29,0.09,24,67,0.27
Undergraduate,Unknown,2025-02-21,7.12,2,Writing,4,Assignment Completed,True,3.4,Friday,False,0.28,0.02,18,4,0.24
Undergraduate,History,2025-03-23,9.98,2,Homework Help,3,Confused,True,3.2,Sunday,True,0.2,0.02,20,78,0.11
Undergraduate,Psychology,2025-06-09,15.88,4,Writing,3,Assignment Completed,True,4.3,Monday,False,0.25,0.04,18,97,0.02
High School,History,2024-09-02,38.23,7,Studying,5,Gave Up,False,3.5,Monday,False,0.18,0.07,16,64,0.02
Undergraduate,Math,2024-09-02,9.99,2,Homework Help,4,Assignment Completed,True,3.4,Monday,False,0.2,0.02,18,87,0.35
Graduate,History,2024-12-06,29.03,7,Writing,3,Confused,False,2.4,Friday,False,0.2,0.07,30,89,0.4
Undergraduate,Math,2025-02-25,16.7,11,Writing,4,Idea Drafted,True,2.8,Tuesday,False,0.36,0.11,20,8,0.28
Undergraduate,Psychology,2025-02-25,15.83,7,Writing,5,Assignment Completed,True,4.2,Thursday,False,0.2,0.07,21,21,0.45
Undergraduate,Biology,2025-02-25,16.7,1,Coding,2,Assignment Completed,False,1.4,Friday,False,0.16,0.01,23,17,0.23
High School,History,2025-02-25,34.88,8,Research,4,Gave Up,False,3.2,Sunday,True,0.23,0.08,14,16,0.47
Undergraduate,Business,2025-05-30,34.29,9,Coding,3,Assignment Completed,True,3.3,Friday,False,0.26,0.09,23,98,0.39
Undergraduate,Business,2025-02-11,27.41,5,Writing,4,Assignment Completed,True,3.5,Tuesday,False,0.18,0.05,23,81,0.01
Undergraduate,Math,2025-02-11,4.75,1,Studying,4,Assignment Completed,True,4.7,Monday,False,0.21,0.01,18,44,0.5
High School,Math,2024-10-24,25.56,10,Studying,4,Idea Drafted,False,4.3,Thursday,False,0.39,0.1,18,38,0.25
Undergraduate,Math,2024-12-01,15.42,4,Writing,3,Assignment Completed,True,3.8,Sunday,Unknown,0.26,0.04,18,79,0.44
High School,Computer Science,2024-09-22,19.75,9,Writing,5,Idea Drafted,True,4.0,Sunday,True,0.46,0.09,18,70,0.47
Undergraduate,Math,2024-09-22,24.42,4,Studying,2,Assignment Completed,True,3.5,Sunday,True,0.33,0.08,19,20,0.32
Undergraduate,Unknown,2024-09-03,34.47,17,Homework Help,3,Gave Up,True,3.4,Tuesday,False,0.49,0.17,23,23,0.2
