StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Psychology,2024-07-10,28.89,11.0,Writing,3.0,Assignment Completed,True,3.6,wednesday,False,,0.11,19.0,72.0,0.27
Graduate,Computer Science,08-12-2024,39.5,8.0,studying,4.0,Assignment Completed,False,4.1,Sunday,True,0.2,0.08,30.0,72.0,0.49
High School,Biology,2024-11-17,12.15,2.0,Homework Help,3.0,IDEA DRAFTED,True,3.2,,True,,0.02,16.0,71.0,0.28
nan,,23 Jul 2024,,3.0,coding,5.0,,True,4.8,Tuesday,False,0.16,0.03,14.0,,0.44
Undergraduate,Computer Science,2024/11/01,34.17,,,4.0,Idea Drafted,False,3.1,Friday,,0.32,0.11,23.0,75.0,0.35
High School,BIOLOGY,2025-03-08,10.62,2.0,Homework Help,5.0,Assignment Completed,TRUE,5.0,Saturday,True,0.19,0.02,18.0,,0.09
Undergraduate,Engineering,2024-10-02,,2.0,Writing,3.0,Gave Up,True,3.9,Wednesday,False,0.17,0.02,20.0,5.0,0.37
graduate,Computer Science,02/21/2025,40.73,13.0,Writing,2.0,Assignment Completed,False,,Friday,False,0.32,0.13,26.0,39.0,0.19
Undergraduate,Psychology,2025-01-09,26.51,5.0,Studying,4.0,IDEA DRAFTED,,,Thursday,False,,0.05,18.0,70.0,0.03
Undergraduate,engineering,,28.06,,Writing,4.0,Assignment Completed,True,4.0,Thursday,False,0.32,0.09,19.0,67.0,0.05
Undergraduate,Business,2025-03-02,38.87,9.0,STUDYING,3.0,confused,False,3.0,Sunday,True,0.23,0.09,19.0,,0.13
Undergraduate,Engineering,2025-03-10,4.97,1.0,Studying,4.0,  nan  ,False,3.7,monday,False,0.2,0.01,,99.0,0.22
Undergraduate,Computer Science,2025/01/24,36.69,16.0,Homework Help,2.0,Assignment Completed,True,1.4,Friday,FALSE,0.44,0.16,18.0,66.0,0.15
Graduate,Math,2024/11/02,9.64,2.0,homework help,3.0,Assignment Completed,FALSE,2.8,saturday,TRUE,0.21,0.02,31.0,57.0,0.07
Undergraduate,Computer Science,2024-07-31,40.19,12.0,  writing  ,4.0,  Confused  ,  True  ,5.0,Wednesday,False,0.3,0.12,22.0,40.0,0.21
Undergraduate,Biology,2024-09-07,5.9,1.0,Homework Help,5.0,Gave Up,,4.4,Saturday,True,0.17,0.01,23.0,,0.28
Undergraduate,Computer Science,2024-09-11,25.31,5.0,Coding,4.0,Assignment Completed,,3.8,Wednesday,False,0.2,0.05,,75.0,0.06
Graduate,Psychology,2025-04-01,26.81,5.0,Writing,3.0,,True,2.4,Tuesday,False,0.19,0.05,30.0,48.0,0.28
Graduate,psychology,08/04/2024,23.7,5.0,Homework Help,4.0,Confused,False,4.0,sunday,True,0.21,0.05,26.0,,0.28
Undergraduate,PSYCHOLOGY,2024-09-18,12.12,2.0,  Studying  ,1.0,Gave Up,False,1.0,Wednesday,False,0.17,0.02,,57.0,0.23
High School,Computer Science,2025-03-05,45.03,16.0,HOMEWORK HELP,2.0,Confused,  True  ,1.9,Wednesday,False,0.36,0.16,18.0,9.0,0.4
Undergraduate,,19 Jan 2025,,,Research,1.0,Confused,,,sunday,True,0.3,0.07,20.0,4.0,0.06
Undergraduate,HISTORY,2025-04-15,28.58,,Coding,3.0,Assignment Completed,True,1.4,Tuesday,False,0.21,0.06,18.0,,
Graduate,Computer Science,20-05-2025,28.45,12.0,Coding,4.0,,True,4.9,Tuesday,False,,0.12,26.0,71.0,0.29
Undergraduate,Psychology,2024-07-09,29.72,7.0,Writing,4.0,Idea Drafted,true,3.7,Tuesday,False,0.24,0.07,18.0,15.0,0.3
Graduate,Biology,2024-07-10,6.74,1.0,CODING,2.0,IDEA DRAFTED,True,2.9,Wednesday,False,0.15,0.01,24.0,46.0,0.42
Graduate,History,2024-10-07,13.89,3.0,  Homework Help  ,4.0,confused,  false  ,3.4,,False,0.22,0.03,30.0,83.0,0.33
Undergraduate,HISTORY,2025-02-01,,1.0,Research,4.0,Confused,True,4.1,Saturday,True,0.17,0.01,22.0,55.0,0.49
Undergraduate,BUSINESS,17-01-2025,15.99,3.0,Studying,3.0,Assignment Completed,True,4.1,Friday,False,,0.03,19.0,,0.31
Undergraduate,  nan  ,2025-05-20,3.95,1.0,Research,3.0,Gave Up,False,2.8,Tuesday,False,0.25,0.01,23.0,66.0,0.11
Graduate,biology,20-05-2025,6.5,1.0,Writing,3.0,Assignment Completed,False,2.8,Tuesday,False,0.15,0.01,32.0,94.0,0.35
Undergraduate,Computer Science,2024-09-19,17.71,6.0,Writing,3.0,Assignment Completed,True,4.2,Thursday,FALSE,0.34,0.06,22.0,34.0,
Graduate,Psychology,03/24/2025,39.84,11.0,BRAINSTORMING,3.0,Assignment Completed,False,3.6,Monday,  False  ,0.28,0.11,28.0,,0.31
UNDERGRADUATE,nan,2025-05-22,9.17,2.0,writing,,  Idea Drafted  ,True,3.7,,False,0.22,0.02,19.0,1.0,0.17
Undergraduate,,2024-08-23,21.02,5.0,Coding,4.0,Assignment Completed,True,4.5,Friday,,0.24,0.05,21.0,51.0,0.48
Graduate,Business,2024-07-18,73.22,19.0,Studying,4.0,Assignment Completed,TRUE,4.1,Thursday,False,0.26,0.19,29.0,13.0,0.15
Graduate,  nan  ,08-05-2025,58.37,11.0,Writing,4.0,Confused,FALSE,4.0,Thursday,False,0.19,0.11,29.0,33.0,0.29
Undergraduate,Math,  2025-02-28  ,,9.0,Writing,4.0,Assignment Completed,True,,friday,False,0.34,0.09,20.0,35.0,0.26
Undergraduate,Biology,2024-07-26,26.19,7.0,Writing,2.0,Idea Drafted,True,3.1,Friday,FALSE,,0.07,21.0,47.0,0.5
Undergraduate,History,08/31/2024,9.1,2.0,Studying,5.0,Assignment Completed,False,5.0,Saturday,true,0.22,0.02,20.0,91.0,0.38
Undergraduate,History,2025-05-20,14.22,2.0,Writing,3.0,Assignment Completed,True,3.0,Tuesday,false,0.14,0.02,23.0,87.0,0.1
Undergraduate,History,2024-08-21,42.48,11.0,CODING,3.0,assignment completed,True,2.6,Wednesday,False,0.26,0.11,19.0,47.0,0.16
High School,Psychology,07/30/2024,21.86,9.0,Homework Help,3.0,Idea Drafted,False,3.1,Tuesday,FALSE,,0.09,16.0,84.0,0.06
Graduate,Math,2025-05-11,38.0,10.0,Writing,2.0,Gave Up,False,1.0,SUNDAY,True,0.26,0.1,32.0,8.0,0.27
UNDERGRADUATE,Biology,2024-08-30,8.21,1.0,studying,3.0,Confused,True,2.3,FRIDAY,false,0.12,0.01,23.0,95.0,0.09
  Undergraduate  ,Psychology,2025-04-23,,4.0,Coding,4.0,CONFUSED,False,,WEDNESDAY,False,0.23,0.04,22.0,76.0,0.34
Undergraduate,Computer Science,2024-07-23,,5.0,Homework Help,3.0,Assignment Completed,True,,Tuesday,False,0.39,0.05,,87.0,0.03
,Psychology,2024-11-15,20.43,5.0,Writing,2.0,Assignment Completed,True,2.7,Friday,False,0.24,0.05,17.0,50.0,0.15
High School,Engineering,2025-04-10,9.72,4.0,Homework Help,2.0,Idea Drafted,FALSE,1.0,Thursday,False,0.41,,16.0,22.0,0.02
High School,Math,2024-10-16,27.16,8.0,Homework Help,5.0,Assignment Completed,False,5.0,Wednesday,False,0.29,0.08,15.0,14.0,0.11
Graduate,,2025-01-08,10.66,2.0,Homework Help,1.0,Idea Drafted,True,1.0,,False,0.19,0.02,30.0,78.0,0.16
Undergraduate,Business,2025-03-08,22.0,6.0,Writing,2.0,Confused,False,1.0,  Saturday  ,true,0.27,0.06,22.0,63.0,0.37
graduate,Biology,2025-06-13,8.15,2.0,Studying,5.0,Assignment Completed,False,5.0,Friday,False,0.25,0.02,29.0,56.0,0.38
High School,Biology,2025-06-02,21.74,10.0,Writing,5.0,Idea Drafted,  False  ,4.6,Monday,,0.46,0.1,17.0,19.0,0.45
Undergraduate,History,2024-08-06,,,WRITING,4.0,Assignment Completed,NAN,2.8,Tuesday,False,0.24,0.03,19.0,66.0,0.32
Undergraduate,Math,,14.21,,Writing,3.0,Assignment Completed,True,,THURSDAY,FALSE,0.21,0.03,21.0,71.0,0.28
UNDERGRADUATE,COMPUTER SCIENCE,2024-11-15,12.06,3.0,  Homework Help  ,3.0,GAVE UP,False,4.5,Friday,False,0.25,0.03,22.0,88.0,0.49
Undergraduate,NAN,01/19/2025,60.91,14.0,Writing,4.0,Assignment Completed,True,4.1,Sunday,True,0.23,0.14,23.0,84.0,0.45
Undergraduate,PSYCHOLOGY,22 Aug 2024,18.91,,STUDYING,4.0,Confused,False,3.5,Thursday,False,0.32,0.06,22.0,71.0,0.34
Undergraduate,Psychology,2025-05-27,15.91,4.0,  Coding  ,3.0,Assignment Completed,True,3.9,Tuesday,False,0.25,0.04,18.0,13.0,0.14
Graduate,Engineering,2024-12-10,9.38,3.0,Writing,5.0,Idea Drafted,,5.0,Tuesday,False,0.32,0.03,23.0,41.0,0.09
Undergraduate,Engineering,2025-01-21,16.57,5.0,  Studying  ,3.0,assignment completed,false,2.9,tuesday,False,0.3,0.05,22.0,4.0,0.44
Graduate,Math,2024-12-03,6.15,2.0,Research,,Confused,False,5.0,Tuesday,False,,0.02,26.0,8.0,0.08
Graduate,PSYCHOLOGY,2025-01-18,10.35,3.0,STUDYING,4.0,confused,True,2.4,Saturday,True,0.29,0.03,,2.0,0.14
Graduate,Business,2025-01-03,10.87,2.0,,3.0,Assignment Completed,True,4.4,Friday,False,0.18,0.02,32.0,87.0,0.18
Undergraduate,HISTORY,2024-11-26,17.52,7.0,Coding,4.0,Idea Drafted,True,4.7,Tuesday,FALSE,0.4,0.07,18.0,6.0,0.36
undergraduate,Computer Science,2024-10-17,25.04,9.0,coding,5.0,,True,5.0,Thursday,False,0.36,0.09,21.0,80.0,0.36
High School,Business,2025-06-06,35.44,10.0,  Studying  ,5.0,Idea Drafted,,5.0,Friday,False,0.28,0.1,16.0,17.0,
undergraduate,history,2024-06-27,8.33,3.0,Writing,4.0,Idea Drafted,True,4.2,thursday,False,0.36,0.03,23.0,3.0,0.44
Graduate,History,2024-08-03,18.76,,Studying,3.0,ASSIGNMENT COMPLETED,NAN,2.7,Saturday,TRUE,0.32,0.06,34.0,48.0,0.28
  High School  ,History,2025-04-16,7.21,1.0,,3.0,  IDEA DRAFTED  ,True,4.2,wednesday,False,0.14,0.01,17.0,46.0,0.25
High School,  Engineering  ,02/05/2025,44.76,11.0,Studying,5.0,Assignment Completed,False,5.0,WEDNESDAY,False,0.25,0.11,17.0,28.0,0.05
Undergraduate,ENGINEERING,2024-08-05,,1.0,Research,3.0,CONFUSED,False,3.1,MONDAY,False,0.15,0.01,21.0,37.0,0.42
graduate,Psychology,16 Jan 2025,,10.0,studying,3.0,,true,2.5,Thursday,false,0.4,0.1,23.0,90.0,0.42
Undergraduate,,2024-10-28,34.9,7.0,STUDYING,2.0,Idea Drafted,  True  ,1.2,Monday,false,0.2,0.07,23.0,51.0,0.37
Undergraduate,History,03-10-2024,21.37,7.0,Writing,4.0,Confused,True,,Thursday,false,0.33,0.07,18.0,17.0,0.27
  Graduate  ,MATH,2025-01-26,,6.0,Coding,4.0,CONFUSED,  True  ,4.7,Sunday,TRUE,0.28,0.06,24.0,6.0,0.36
High School,History,2025-01-18,24.74,11.0,Coding,4.0,Assignment Completed,True,5.0,Saturday,true,0.44,0.11,15.0,88.0,0.46
High School,Psychology,2024-07-16,10.33,2.0,Homework Help,,Assignment Completed,True,3.7,Tuesday,  FALSE  ,0.19,0.02,16.0,46.0,0.1
High School,Computer Science,2024-11-22,6.69,1.0,  Coding  ,4.0,Confused,,5.0,Friday,FALSE,0.15,0.01,17.0,58.0,0.08
High School,Business,2024-10-22,21.37,4.0,studying,2.0,Confused,False,2.8,TUESDAY,false,0.19,0.04,17.0,77.0,0.04
Graduate,Computer Science,2024-10-20,22.63,6.0,Homework Help,4.0,Assignment Completed,True,4.5,Sunday,True,0.27,0.06,27.0,59.0,0.46
  Undergraduate  ,Business,2025-04-11,16.96,3.0,,4.0,Assignment Completed,True,3.6,Friday,False,0.18,0.03,23.0,,0.15
graduate,Computer Science,2024-08-14,22.31,9.0,Studying,3.0,Idea Drafted,,4.4,  Wednesday  ,false,0.4,0.09,33.0,37.0,0.17
Graduate,Math,2025-05-15,15.41,4.0,Brainstorming,3.0,IDEA DRAFTED,True,1.0,Thursday,False,0.26,0.04,26.0,92.0,0.03
High School,Computer Science,2025-05-14,82.82,28.0,Homework Help,,idea drafted,True,2.7,,  False  ,0.34,0.28,14.0,6.0,0.22
Undergraduate,Business,2025-03-12,4.94,1.0,Writing,,  Idea Drafted  ,True,3.4,Wednesday,False,0.2,0.01,23.0,27.0,0.34
Graduate,,2024-06-24,14.07,3.0,,3.0,Idea Drafted,true,,Monday,False,0.21,0.03,33.0,37.0,0.18
Undergraduate,History,2024-07-10,49.01,13.0,Writing,2.0,Idea Drafted,True,1.4,wednesday,False,0.27,0.13,22.0,71.0,0.01
undergraduate,Psychology,2025-04-28,2.8,1.0,Writing,3.0,idea drafted,False,3.2,Monday,False,0.36,0.01,22.0,3.0,0.25
Undergraduate,Psychology,2024-11-21,17.74,3.0,Homework Help,5.0,assignment completed,True,5.0,Thursday,False,0.17,0.03,21.0,65.0,0.04
Graduate,Business,nan,31.28,9.0,Homework Help,3.0,Assignment Completed,  False  ,2.0,Saturday,  True  ,0.29,0.09,31.0,50.0,0.25
Graduate,Engineering,2025-01-31,18.91,4.0,Studying,4.0,IDEA DRAFTED,,3.8,Friday,False,0.21,0.04,27.0,72.0,0.23
High School,Engineering,2025-06-19,13.98,6.0,Studying,4.0,,true,2.0,thursday,false,0.43,0.06,16.0,54.0,0.42
High School,Psychology,2025-01-05,4.33,1.0,Homework Help,3.0,Assignment Completed,True,3.2,Sunday,,,0.01,17.0,53.0,0.12
Undergraduate,Psychology,14 Jun 2025,40.67,15.0,  Brainstorming  ,2.0,Assignment Completed,true,1.5,Saturday,True,0.37,0.15,23.0,6.0,0.29
Undergraduate,biology,06/21/2025,37.18,,Writing,5.0,Idea Drafted,True,5.0,nan,,0.46,0.17,20.0,93.0,0.28
Undergraduate,Business,2025-01-03,12.75,3.0,Studying,4.0,Confused,True,3.6,Friday,False,0.24,,18.0,42.0,0.04
Graduate,,2024-12-12,5.7,2.0,Homework Help,4.0,ASSIGNMENT COMPLETED,True,4.0,Thursday,False,0.35,0.02,32.0,54.0,0.17
,PSYCHOLOGY,2025-02-26,9.5,4.0,,3.0,Idea Drafted,True,2.6,wednesday,False,0.42,0.04,23.0,31.0,0.2
Graduate,  nan  ,  2025-01-13  ,19.35,5.0,Writing,4.0,Confused,true,,Monday,False,0.26,,34.0,98.0,0.17
Graduate,Computer Science,2024-12-27,11.56,3.0,Studying,5.0,Assignment Completed,True,,,False,0.26,0.03,32.0,7.0,0.0
Graduate,Business,2024-09-26,37.16,8.0,WRITING,5.0,Assignment Completed,true,,Thursday,FALSE,0.22,0.08,25.0,72.0,0.43
Graduate,Computer Science,2025-05-13,21.94,10.0,Studying,4.0,CONFUSED,True,3.9,Tuesday,False,0.46,0.1,28.0,26.0,0.06
,Math,2024-10-23,18.75,7.0,Writing,5.0,IDEA DRAFTED,False,4.7,Wednesday,False,0.37,0.07,18.0,87.0,0.44
Graduate,Engineering,2025-01-12,15.61,5.0,Homework Help,3.0,Idea Drafted,True,2.9,Sunday,True,0.32,0.05,32.0,42.0,
undergraduate,Business,2024-10-29,4.87,2.0,writing,4.0,Assignment Completed,True,5.0,TUESDAY,,0.41,0.02,18.0,43.0,0.41
Undergraduate,Business,2025-04-21,23.1,6.0,STUDYING,3.0,Gave Up,  true  ,2.0,monday,FALSE,0.26,,23.0,53.0,0.01
,History,nan,,4.0,Writing,3.0,Assignment Completed,True,3.4,Sunday,True,0.39,0.04,16.0,54.0,0.32
,History,2024-11-21,7.63,3.0,Coding,4.0,Assignment Completed,TRUE,4.3,Thursday,False,0.39,0.03,18.0,11.0,0.39
undergraduate,Engineering,2025-02-26,14.5,3.0,nan,4.0,Assignment Completed,True,4.4,Wednesday,False,0.21,0.03,20.0,59.0,0.19
High School,Business,2024-11-27,19.06,4.0,Writing,5.0,Idea Drafted,False,4.8,WEDNESDAY,false,0.21,0.04,15.0,54.0,0.41
High School,Computer Science,2024-10-11,43.59,21.0,Homework Help,3.0,Assignment Completed,TRUE,1.7,Friday,FALSE,0.48,0.21,17.0,78.0,0.48
Undergraduate,Math,2025-05-27,28.67,7.0,Homework Help,4.0,Assignment Completed,True,,Tuesday,False,0.24,0.07,20.0,10.0,0.11
Undergraduate,Business,2024-11-26,6.48,1.0,Homework Help,3.0,Assignment Completed,False,2.3,Tuesday,False,0.15,0.01,23.0,29.0,0.34
Undergraduate,biology,2025-04-10,14.01,,,3.0,ASSIGNMENT COMPLETED,True,4.3,Thursday,False,0.29,,23.0,69.0,0.19
Undergraduate,Business,2024-10-22,17.16,4.0,research,4.0,assignment completed,False,3.3,Tuesday,FALSE,0.23,0.04,,7.0,0.27
Undergraduate,Math,2025-04-21,15.2,4.0,Writing,4.0,Assignment Completed,True,3.2,Monday,False,0.26,0.04,19.0,11.0,0.29
Graduate,Business,2025-04-09,56.48,15.0,Writing,3.0,Idea Drafted,True,1.1,wednesday,False,0.27,0.15,27.0,79.0,0.46
,Biology,2024-08-09,42.26,13.0,  Writing  ,2.0,assignment completed,True,1.3,Friday,False,0.31,0.13,19.0,90.0,0.38
Undergraduate,Business,2025/02/10,14.25,2.0,studying,3.0,Assignment Completed,True,2.3,Monday,False,,0.02,19.0,64.0,0.22
UNDERGRADUATE,,2024-12-10,14.54,3.0,Writing,4.0,,True,4.0,Tuesday,False,0.21,0.03,18.0,93.0,0.15
undergraduate,Computer Science,2025-04-01,8.45,1.0,Homework Help,3.0,Assignment Completed,False,,tuesday,False,0.12,0.01,19.0,11.0,0.42
High School,  Computer Science  ,2024-08-13,42.83,9.0,  Coding  ,4.0,assignment completed,  True  ,5.0,Tuesday,NAN,0.21,0.09,14.0,85.0,0.19
Undergraduate,business,2024-09-16,26.15,5.0,WRITING,5.0,Assignment Completed,TRUE,5.0,Monday,False,0.19,0.05,20.0,33.0,0.49
Graduate,Psychology,2024-10-17,6.58,2.0,Writing,5.0,Assignment Completed,FALSE,2.9,Thursday,False,0.3,0.02,31.0,29.0,0.38
Graduate,Engineering,2025-03-06,15.74,5.0,Coding,4.0,GAVE UP,False,,thursday,false,0.32,0.05,22.0,16.0,0.17
Undergraduate,Math,2024-09-02,10.02,4.0,Writing,4.0,Confused,False,4.7,Monday,,0.4,0.04,19.0,,0.48
undergraduate,History,2024/08/06,26.09,5.0,Writing,4.0,Confused,True,3.2,TUESDAY,False,0.19,0.05,19.0,53.0,0.31
Undergraduate,Computer Science,2025-02-16,19.24,4.0,Coding,4.0,gave up,,2.5,Sunday,True,0.21,0.04,21.0,78.0,0.34
UNDERGRADUATE,Business,2024-08-17,51.26,16.0,Homework Help,4.0,Idea Drafted,True,3.7,Saturday,True,,0.16,21.0,74.0,0.35
Undergraduate,Psychology,2025-03-28,40.95,17.0,Coding,2.0,Gave Up,False,1.0,Friday,False,0.42,0.17,20.0,33.0,0.02
Undergraduate,Business,2025-06-20,8.69,3.0,writing,2.0,Idea Drafted,True,2.8,FRIDAY,False,0.35,0.03,18.0,7.0,0.46
Undergraduate,  Math  ,2024-12-10,9.71,,Homework Help,4.0,,True,4.2,  Tuesday  ,False,,0.03,20.0,25.0,0.48
Graduate,Psychology,2025-05-04,16.73,7.0,Writing,,Idea Drafted,True,3.2,Sunday,True,,,28.0,58.0,0.37
High School,Biology,2024/08/19,11.65,3.0,Coding,2.0,Assignment Completed,true,2.5,Monday,FALSE,0.26,0.03,18.0,10.0,0.23
  Graduate  ,History,2024-09-01,28.93,10.0,Homework Help,4.0,IDEA DRAFTED,True,3.5,  sunday  ,True,,0.1,32.0,47.0,0.4
Undergraduate,BUSINESS,2024-07-23,5.18,1.0,Coding,3.0,assignment completed,True,2.2,  Tuesday  ,False,0.19,0.01,21.0,57.0,0.44
Undergraduate,MATH,2024-09-07,15.45,3.0,Coding,5.0,Assignment Completed,True,4.6,saturday,True,0.19,0.03,23.0,12.0,0.26
UNDERGRADUATE,Engineering,2024-09-03,54.95,11.0,Writing,3.0,Idea Drafted,TRUE,3.2,Tuesday,False,0.2,0.11,23.0,68.0,0.29
Undergraduate,History,2024-06-30,,1.0,WRITING,,Assignment Completed,,4.2,Sunday,TRUE,0.21,0.01,21.0,89.0,0.26
undergraduate,Psychology,2024-10-20,60.39,17.0,  Writing  ,4.0,Idea Drafted,True,3.5,Sunday,,0.28,0.17,18.0,35.0,0.1
High School,Engineering,  2025-03-19  ,24.96,11.0,Writing,,Assignment Completed,True,5.0,Wednesday,,0.44,0.11,15.0,65.0,0.38
undergraduate,,2024-07-18,,10.0,Writing,,Idea Drafted,True,1.8,THURSDAY,False,0.34,0.1,21.0,60.0,0.22
Undergraduate,Biology,2024/07/11,14.05,6.0,Coding,2.0,Assignment Completed,  true  ,1.4,Thursday,False,0.43,0.06,19.0,6.0,0.39
graduate,Engineering,2024-10-12,33.74,6.0,Coding,3.0,Assignment Completed,True,4.0,Saturday,True,0.18,0.06,29.0,45.0,0.26
Undergraduate,Computer Science,2024-08-26,,5.0,Studying,4.0,Assignment Completed,true,3.8,Monday,False,0.2,0.05,22.0,13.0,
Undergraduate,Biology,2025-02-16,,1.0,BRAINSTORMING,,IDEA DRAFTED,True,4.5,Sunday,True,0.26,0.01,19.0,36.0,0.12
UNDERGRADUATE,engineering,2024-09-30,,1.0,Coding,,Confused,TRUE,3.7,Monday,  False  ,0.17,0.01,20.0,62.0,0.22
High School,History,2025-01-16,5.76,1.0,,4.0,Idea Drafted,True,3.6,thursday,,0.17,0.01,17.0,78.0,0.22
Graduate,Math,2024-09-16,11.74,2.0,Research,,Confused,True,2.7,Monday,False,0.17,0.02,34.0,64.0,0.16
Undergraduate,Business,2025-04-29,8.0,1.0,Coding,4.0,Assignment Completed,  True  ,3.6,TUESDAY,False,,0.01,19.0,19.0,0.02
High School,Math,2024-08-06,,3.0,Writing,,assignment completed,True,4.1,Tuesday,False,0.23,0.03,16.0,70.0,
Graduate,History,2024-10-11,5.66,1.0,Homework Help,4.0,Assignment Completed,False,3.6,friday,False,0.18,0.01,23.0,16.0,0.28
Graduate,Computer Science,2025-04-04,26.06,12.0,Brainstorming,5.0,Idea Drafted,True,4.3,Friday,False,0.46,0.12,26.0,66.0,0.48
Undergraduate,business,2024-12-29,,5.0,writing,2.0,Assignment Completed,True,1.0,Sunday,True,,0.05,20.0,17.0,0.05
high school,Biology,2025-06-23,18.43,6.0,Homework Help,3.0,Gave Up,false,2.3,Monday,False,0.33,0.06,15.0,59.0,0.17
UNDERGRADUATE,Psychology,,26.53,7.0,studying,4.0,Idea Drafted,True,3.7,Wednesday,False,0.26,0.07,23.0,45.0,0.28
Undergraduate,,2025-06-15,28.38,11.0,Coding,5.0,Assignment Completed,true,5.0,  Sunday  ,True,0.39,0.11,21.0,24.0,0.11
High School,MATH,2025-05-31,23.68,9.0,Coding,4.0,Assignment Completed,True,3.2,Saturday,True,0.38,0.09,14.0,25.0,0.01
undergraduate,History,2025-01-30,8.94,2.0,,5.0,Assignment Completed,  True  ,5.0,thursday,False,0.22,0.02,21.0,13.0,0.05
Undergraduate,Business,2025-04-20,32.26,7.0,  Brainstorming  ,2.0,nan,True,2.6,Sunday,True,0.22,0.07,20.0,22.0,0.24
undergraduate,Biology,2025-05-24,8.8,3.0,,4.0,Idea Drafted,False,4.1,Saturday,True,0.34,0.03,23.0,46.0,0.39
Undergraduate,  BUSINESS  ,22-03-2025,4.63,1.0,Writing,4.0,Confused,False,4.3,saturday,,0.22,0.01,22.0,11.0,0.33
Undergraduate,Engineering,26-05-2025,6.67,2.0,Studying,4.0,,True,4.6,MONDAY,False,0.3,0.02,18.0,26.0,0.1
undergraduate,Biology,2024-08-06,7.36,1.0,Writing,4.0,ASSIGNMENT COMPLETED,False,4.6,Tuesday,False,0.14,0.01,20.0,21.0,0.16
,Psychology,28 Jul 2024,4.92,1.0,Studying,2.0,Idea Drafted,True,3.1,Sunday,true,0.2,0.01,18.0,13.0,0.3
Graduate,  Biology  ,2024-12-23,43.09,11.0,Coding,5.0,Assignment Completed,True,5.0,Monday,False,0.26,0.11,22.0,36.0,0.43
Undergraduate,PSYCHOLOGY,2025-05-25,34.49,15.0,,5.0,ASSIGNMENT COMPLETED,True,4.1,Sunday,true,,0.15,23.0,59.0,0.07
Undergraduate,Computer Science,2025-02-17,13.69,4.0,Coding,4.0,Idea Drafted,True,3.5,Monday,False,0.29,0.04,19.0,15.0,0.15
  Undergraduate  ,Psychology,2024-12-14,15.1,5.0,  Writing  ,3.0,ASSIGNMENT COMPLETED,TRUE,3.1,Saturday,TRUE,0.33,,23.0,60.0,0.15
Undergraduate,Biology,2024-08-22,9.78,4.0,homework help,3.0,Assignment Completed,True,,Thursday,FALSE,0.41,0.04,20.0,12.0,0.07
UNDERGRADUATE,History,2025-05-10,24.42,6.0,Writing,5.0,ASSIGNMENT COMPLETED,True,3.5,Saturday,nan,0.25,0.06,20.0,26.0,0.25
High School,Computer Science,2025-04-15,46.01,9.0,Coding,2.0,Assignment Completed,  True  ,2.8,Tuesday,False,,0.09,18.0,88.0,0.12
Undergraduate,Math,2024-11-28,12.65,2.0,Coding,3.0,Assignment Completed,  False  ,3.3,Thursday,False,0.16,,18.0,46.0,0.3
High School,Psychology,02/07/2025,22.92,7.0,Coding,4.0,assignment completed,  TRUE  ,5.0,Friday,False,0.31,,18.0,40.0,0.26
undergraduate,Psychology,  2025-02-15  ,8.68,2.0,WRITING,4.0,Assignment Completed,True,4.1,Saturday,True,,0.02,20.0,30.0,0.03
UNDERGRADUATE,psychology,2025-02-09,56.13,24.0,RESEARCH,2.0,Confused,FALSE,1.8,Sunday,True,0.43,0.24,19.0,76.0,0.15
  Graduate  ,History,2025-02-17,,2.0,Writing,,Idea Drafted,False,3.7,Monday,FALSE,0.17,0.02,,52.0,0.46
Undergraduate,BUSINESS,2024-10-09,39.67,11.0,Homework Help,5.0,Assignment Completed,False,5.0,  Wednesday  ,False,0.28,,20.0,65.0,0.21
Undergraduate,,  2025-02-02  ,,15.0,Coding,3.0,Confused,True,1.3,SUNDAY,True,,0.15,20.0,15.0,0.37
Undergraduate,engineering,2025-03-19,,15.0,Writing,4.0,Idea Drafted,True,4.1,Wednesday,False,0.44,0.15,23.0,70.0,0.07
Graduate,Computer Science,,30.96,13.0,  STUDYING  ,2.0,Assignment Completed,True,2.0,Tuesday,false,0.42,0.13,31.0,92.0,0.42
Graduate,History,2024/07/31,16.03,3.0,brainstorming,3.0,Idea Drafted,True,3.2,Wednesday,False,0.19,0.03,33.0,22.0,0.27
Graduate,biology,2025-03-04,24.73,8.0,Writing,2.0,Assignment Completed,True,1.9,Tuesday,False,0.32,0.08,33.0,61.0,0.18
UNDERGRADUATE,  Math  ,2024/08/25,11.3,2.0,Writing,3.0,Assignment Completed,False,,Sunday,  True  ,0.18,0.02,,64.0,0.07
Undergraduate,ENGINEERING,2025-01-09,12.19,2.0,Coding,4.0,ASSIGNMENT COMPLETED,True,3.1,Thursday,false,0.16,0.02,21.0,79.0,0.46
Undergraduate,Biology,22 Mar 2025,9.02,2.0,  writing  ,5.0,Assignment Completed,True,5.0,  Saturday  ,true,0.22,0.02,18.0,35.0,0.0
Undergraduate,PSYCHOLOGY,09-09-2024,25.72,9.0,Studying,3.0,Gave Up,NAN,1.9,NAN,  False  ,0.35,0.09,21.0,31.0,0.13
